SERIAL,FARE,FAREK,SPEND,SPENDIMPREASON
230168840110,169,7,,
230168840113,95,5,,
230168840119,89,4,,
230168840121,89,4,,
230168840129,89,4,,
230168929002,123,2,,
230168929006,88,4,,
230168929009,,,,
230168929012,74,4,,
230168929014,98,1,,
230168929016,88,4,,
230168929019,53,4,,
230168929022,98,1,,
230168929025,69,5,,
230168929028,123,2,,
230168929033,82,2,,
230168929034,400,5,,
230168929039,457,6,,
230168929041,457,6,,
230168929043,457,6,,
230168929046,339,6,,
230168929049,141,5,,
230168929053,95,5,,
230168929057,,,,
230168929058,90,4,,
230168929063,88,4,,
230168929066,,,,
230168929069,82,2,,
230168929072,86,6,,
230168929075,,,,
230168929078,67,1,,
230168929081,169,7,,
230168929084,400,5,,
230168929085,181,6,,
230168929090,88,4,,
230168929091,169,7,,
230168929096,,,,
230168929097,103,4,,
230168929100,95,5,,
230168963002,74,4,,
230168963006,88,4,,
230168963007,121,1,,
230168963011,,,,
230168963015,,,,
230168963018,74,4,,
230168963019,151,1,,
230168963024,53,4,,
230168963025,98,1,,
230168963028,98,1,,
230168963031,88,4,,
230168963035,103,4,,
230168963037,,,,
230168963041,,,,
230168963044,88,4,,
230168963048,340,6,,
230168963050,89,6,,
230168963053,82,5,75,
230168963055,80,4,,
230168963059,95,5,,
230168963061,,,,
230168963064,339,6,,
230168963067,457,6,,
230168963070,328,6,515,
230168963075,,,,
230168963076,90,4,,
230168963080,57,5,140,
230168963082,66,4,,
230168963086,87,4,165,
230168963088,89,4,,
230168963093,67,1,,
230168963096,137,5,215,
230168963097,141,5,,
230168963100,89,4,,
230168963103,74,4,,
230168963108,90,4,,
230168963110,,,,
230168963112,95,5,,
230178310002,82,5,,
230178310006,88,4,,
230178310007,137,5,115,
230178310010,80,4,165,
230178310013,89,4,,
230178310017,103,4,,
230178310019,137,5,365,
230178310023,587,7,265,
230178310028,169,7,,
230178310031,,,,
230178711001,74,4,,
230178711004,86,5,,
230178711007,,,,
230178711010,86,5,,
230178711013,90,4,,
230178711016,74,4,,
230178711019,212,4,,
230178711022,74,4,,
230178711027,400,5,,
230178711030,86,5,,
230178711032,151,1,,
230178711034,69,1,,
230178711037,69,1,,
230178711040,89,4,,
230178711043,400,5,,
230178711048,66,4,,
230178711049,137,5,265,
230178711052,63,4,,
230178711055,,,,
230178711060,82,2,,
230178711061,123,7,15,
230178711064,,,,
230178711067,212,4,,
230178711070,141,5,,
230178711076,,,,
230178711079,89,6,,
230178777001,88,4,,
230178777005,88,4,,
230178777009,326,6,,
230178777012,326,6,1015,
230178777015,74,4,,
230178777017,86,5,,
230178777019,74,4,,
230178777024,400,5,,
230178777029,151,1,,
230178777031,87,4,,
230178777034,87,4,415,
230178777037,123,7,265,
230178777040,80,4,1015,
230178777045,86,5,,
230178777048,117,6,235,
230178777049,69,5,,
230178777054,248,6,,
230178777056,141,5,,
230178777060,89,6,,
230178777061,57,5,50,
230178801001,,,,
230178801004,86,5,,
230178801007,212,4,,
230178801011,,,,
230178801013,,,,
230178801015,137,5,,
230178801016,137,5,15,
230178801019,74,4,,
230178801023,,,,
230178801025,82,2,,
230178801026,,,,
230178801028,103,4,,
230178801031,400,5,,
230178801034,400,5,,
230178801038,89,4,,
230178801040,103,4,,
230178801043,137,5,315,
230178801046,123,2,15,
230178801050,82,2,,
230178801054,123,2,,
230178801055,89,6,,
230178801058,,,,
230178801062,326,6,,
230178840001,212,4,,
230178840005,74,4,,
230178840008,103,4,,
230178840010,89,4,,
230178840013,74,4,,
230178840016,74,4,,
230178840020,212,4,,
230178840022,88,4,,
230178840027,326,6,1015,
230178840029,74,4,,
230178840035,74,4,,
230178840040,151,1,,
230178840043,82,2,,
230178840046,248,6,,
230178840051,,,,
230178840054,82,5,,
230178840056,123,2,,
230178840059,86,5,,
230178840061,212,4,,
230178840064,212,4,,
230178840067,86,5,,
230178840070,86,5,,
230178840075,89,6,,
230178840078,169,7,,
230178840080,69,5,,
230178840083,69,5,,
230178929001,74,4,,
230178929004,88,4,,
230178929009,103,4,,
230178929012,88,4,,
230178929016,212,4,,
230178929019,53,4,155,
230178929023,88,4,,
230178929025,212,4,,
230178929028,212,4,,
230178929031,88,4,,
230178929034,,,,
230178929039,123,2,,
230178929041,123,2,,
230178929043,212,4,,
230178929048,86,5,,
230178929049,86,5,,
230178929054,,,,
230178929055,82,5,,
230178929060,,,,
230178929061,,,,
230178929066,69,5,,
230178929067,,,,
230188711001,89,4,,
230188711006,95,5,,
230188711007,90,4,,
230188711011,95,5,,
230188711014,86,5,,
230188711018,88,4,,
230188711021,74,4,,
230188711023,88,4,,
230188711026,80,4,665,
230188711028,88,4,,
230188711031,86,5,,
230188711035,117,6,215,
230188711037,400,5,715,
230188711041,82,2,100,
230188711044,137,5,30,
230188711046,80,4,,
230188711051,,,,
230188711053,63,4,165,
230188711055,117,6,115,
230188711060,264,5,,
230188711065,169,7,,
230188777001,89,4,,
230188777006,90,4,,
230188777007,90,4,,
230188777010,95,5,,
230188777013,90,4,,
230188777016,95,5,,
230188777020,212,4,,
230188777022,88,4,,
230188777025,88,4,,
230188777030,80,4,215,
230188777033,88,4,,
230188777035,123,2,,
230188777039,74,4,,
230188777040,123,2,,
230188777045,141,5,,
230188777048,212,4,,
230188777051,131,5,265,
230188777052,82,2,,
230188777056,82,2,,
230188777058,137,5,515,
230188777061,82,2,,
230188777065,82,2,,
230188777069,212,4,,
230188777070,117,6,265,
230188777073,123,2,,
230188777076,212,4,,
230188777079,123,2,,
230188777082,82,2,,
230188777085,90,4,,
230188777090,66,4,,
230188777093,137,5,515,
230188777095,400,5,5515,
230188777097,326,6,,
230188777101,82,5,,
230188777103,169,7,,
230188801001,89,4,,
230188801006,,,,
230188801009,95,5,,
230188801010,95,5,,
230188801013,103,4,,
230188801018,212,4,,
230188801020,86,5,,
230188801022,86,5,,
230188801025,264,5,265,
230188801030,88,4,,
230188801031,,,,
230188801036,82,2,,
230188801037,82,2,,
230188801041,95,5,,
230188801043,,,,
230188801046,,,,
230188801049,89,4,,
230188801052,137,5,190,
230188801055,63,4,3,
230188801060,57,5,,
230188801061,86,5,,
230188801066,117,6,315,
230188801071,117,6,,
230188801076,,,,
230188801079,87,4,,
230188801083,328,6,182,
230188801085,117,6,215,
230188801096,264,5,,
230188801098,141,5,,
230188929001,,,,
230188929006,74,4,,
230188929009,88,4,,
230188929012,53,4,,
230188929013,88,4,,
230188929018,,,,
230188929020,212,4,,
230188929022,212,4,,
230188929025,82,2,,
230188929029,82,5,,
230188929031,,,,
230188929034,,,,
230188929039,82,2,,
230188929040,,,,
230188929044,348,6,,
230188929052,82,5,,
230188929057,63,4,,
230188929058,400,5,,
230188929063,,,,
230188929072,,,,
230188929075,,,,
230188929076,,,,
230188963001,88,4,,
230188963004,88,4,,
230188963007,74,4,,
230188963013,117,6,65,
230188963016,74,4,,
230188963020,,,,
230188963023,88,4,,
230188963025,88,4,,
230188963029,74,4,,
230188963032,117,6,65,
230188963034,82,2,,
230188963037,123,2,,
230188963040,,,,
230188963044,117,6,165,
230188963046,87,4,,
230188963051,82,2,,
230188963054,,,,
230188963055,69,5,,
230188963065,69,5,,
230188963067,,,,
230188963071,212,4,,
230188963075,123,2,,
230188963076,82,2,,
230188963081,400,5,,
230188963082,155,5,,
230188963088,400,5,,
230188963095,57,5,,
230188963097,326,6,,
230318019003,298,,51,
230318019004,55,2,,
230318019006,27,,184,
230318019009,50,,350,
230318019011,,,,
230318019013,30,,87,
230318019017,38,1,125,
230318019018,,,,
230318019021,,,,
230318019023,,,,
230318407002,,,,
230318407005,,,,
230318407006,550,,772,
230318407010,100,,576,
230318407011,46,,600,
230318407012,50,,652,
230318407018,,,,
230318407020,125,,282,
230318407023,48,0,744,
230318801001,45,0,,
230318801005,135,,667,
230318801007,35,,480,
230318801008,55,,350,
230318801014,80,2,940,
230318801015,75,,400,
230318801017,75,,250,
230318801019,94,2,,
230318840003,36,0,,
230318840005,50,,400,
230318840006,122,,200,
230318840010,94,2,,
230318840012,36,0,,
230318840013,60,,1000,
230318840019,47,3,166,
230318840020,120,,850,
230318840021,60,,622,
230318928001,,,,
230318928002,36,0,,
230318928007,55,3,,
230318928008,,,,
230318928011,25,,75,
230318928012,46,2,,
230318928019,,,,
230328019002,80,,130,
230328019003,149,7,,
230328019007,63,,917,
230328019010,70,,746,
230328019011,50,,0,
230328019013,,,,
230328019017,,,,
230328019019,,,,
230328019024,,,,
230328019025,,,,
230328019026,,,,
230328019027,,,,
230328019031,57,,568,
230328019032,48,,470,
230328019037,77,1,,
230328019040,50,,,
230328019041,46,2,701,
230328019043,,,,
230328019047,101,3,,
230328019049,95,5,258,
230328019052,36,0,,
230328019053,,,,
230328019057,,,,
230328407001,30,,347,
230328407002,,,,
230328407009,,,,
230328407010,,,,
230328407011,68,7,3474,
230328407012,55,3,,
230328407018,,,,
230328407020,,,,
230328407021,60,,567,
230328407022,46,2,,
230328407026,,,,
230328407030,64,5,,
230328407031,,,,
230328407032,,,,
230328407039,100,,0,
230328407040,75,,590,
230328407042,,,,
230328407043,45,0,,
230328777002,83,,741,
230328777005,75,,984,
230328777006,130,,500,
230328777007,84,,231,
230328777012,,,,
230328777013,55,2,,
230328777017,56,,129,
230328777019,73,5,,
230328777021,30,,0,
230328777022,60,,9,
230328777026,58,1,773,
230328777027,38,,125,
230328777031,76,1,484,
230328777032,25,,310,
230328777039,60,,1400,
230328777040,150,,700,
230328777041,50,,233,
230328777042,100,,,
230328801001,25,,316,
230328801002,36,0,860,
230328801007,,,,
230328801010,50,,250,
230328801012,80,7,,
230328801013,48,0,,
230328801017,,,,
230328801019,64,5,,
230328801023,69,1,,
230328801025,82,1,,
230328801026,50,,1000,
230328801030,68,1,,
230328801031,,,,
230328801035,77,1,,
230328801036,73,5,,
230328801038,50,,150,
230328801042,45,0,,
230328801044,45,0,,
230328801046,48,,184,
230328840001,80,3,,
230328840002,45,,200,
230328840006,,,,
230328840007,25,,261,
230328840011,36,0,,
230328840013,88,,338,
230328840016,45,0,,
230328840017,40,,1000,
230328840022,46,2,,
230328840023,46,2,,
230328840026,62,5,,
230328840027,60,,3037,
230328840032,65,,495,
230328840034,75,,150,
230328840036,46,2,,
230328840040,69,1,,
230328840043,69,1,,
230328840045,35,,420,
230328840048,62,5,,
230328840050,55,2,,
230328840051,50,,900,
230328840052,46,2,218,
230328840056,70,1,,
230328840057,55,2,,
230328840061,20,,52,
230328840065,36,0,,
230328963001,80,3,,
230328963002,46,2,,
230328963006,46,1,,
230328963007,25,,145,
230328963012,,,,
230328963013,40,,44,
230328963019,36,0,,
230328963020,,,,
230328963024,,,,
230328963025,63,,477,
230328963027,48,0,,
230328963028,55,2,,
230328963032,140,,174,
230328963033,60,,78,
230328963039,,,,
230328963040,73,5,,
230328963041,50,,400,
230328963043,82,1,,
230328963048,,,,
230328963049,68,5,,
230328963051,48,0,44,
230328963052,,,,
230328963056,,,,
230328963058,75,,174,
230328963061,58,,289,
230328963062,55,2,,
230328963066,25,,174,
230328963068,45,0,,
230338019001,,,,
230338019003,80,7,15,
230338019004,52,3,,
230338019007,45,0,,
230338019009,36,0,,
230338019012,55,5,285,
230338019013,75,3,,
230338019014,58,5,,
230338019018,58,5,215,
230338019022,77,5,,
230338019023,94,2,,
230338019024,55,2,,
230338019028,55,3,315,
230338019029,77,5,,
230338019030,55,2,,
230338019031,68,1,,
230338019032,52,1,,
230338019037,68,1,15,
230338019038,52,3,,
230338019040,73,5,71,
230338019044,54,2,,
230338310001,45,0,,
230338310004,52,3,,
230338310005,52,3,,
230338310007,36,0,,
230338310008,52,3,,
230338310009,72,1,,
230338310015,72,1,,
230338310019,46,2,389,
230338310027,46,2,,
230338310029,54,2,,
230338310030,45,0,,
230338310034,54,2,,
230338310036,75,1,,
230338310037,68,1,,
230338310038,68,1,,
230338310039,75,1,15,
230338310046,48,0,,
230338310047,,,,
230338310048,,,,
230338310051,68,1,,
230338310052,73,5,165,
230338407002,52,1,,
230338407005,72,1,,
230338407007,36,0,,
230338407010,36,0,,
230338407013,72,1,,
230338407015,91,1,,
230338407016,89,1,,
230338407020,89,1,,
230338407022,89,1,,
230338407024,54,2,,
230338407027,,,,
230338407028,36,0,,
230338407029,,,,
230338407032,54,2,,
230338407035,54,2,,
230338407036,52,1,,
230338407037,36,0,150,
230338407039,73,5,,
230338407042,48,0,,
230338407043,48,0,,
230338407045,36,0,295,
230338407049,54,2,,
230338777004,52,1,,
230338777005,45,0,,
230338777006,72,1,,
230338777007,52,3,,
230338777009,89,1,,
230338777013,89,1,,
230338777015,91,1,,
230338777016,91,1,,
230338777022,46,2,,
230338777024,55,2,,
230338777025,176,7,415,
230338777027,54,2,,
230338777032,119,3,515,
230338777033,45,0,,
230338777035,77,5,,
230338777040,54,2,,
230338777041,55,2,,
230338777042,77,5,,
230338777047,119,3,95,
230338777050,68,1,,
230338777052,68,1,,
230338777053,77,3,,
230338777056,68,1,,
230338777059,68,1,,
230338777060,36,0,,
230338929001,,,,
230338929003,55,5,,
230338929006,45,0,,
230338929008,52,3,,
230338929010,77,3,,
230338929011,,,,
230338929013,52,1,,
230338929018,73,5,,
230338929019,55,2,,
230338929021,36,0,,
230338929023,55,2,,
230338929028,,,,
230338929029,75,1,,
230338929030,,,,
230338929033,,,,
230338929035,48,0,,
230338929036,,,,
230338929040,48,0,,
230338929042,68,1,,
230338929046,,,,
230338929047,54,2,,
230338929048,45,0,,
230338929051,54,2,,
230338948005,,,,
230338948006,52,1,,
230338948007,72,1,,
230338948008,,,,
230338948009,72,1,,
230338948014,55,5,315,
230338948022,89,1,,
230338948023,89,1,,
230338948024,55,5,,
230338948028,,,,
230338948029,75,3,,
230338948030,36,0,,
230338948031,55,2,265,
230338948032,55,2,,
230338948034,54,2,,
230338948041,,,,
230338948042,55,2,,
230338948043,54,2,,
230338948046,75,1,,
230338948051,77,5,,
230338948053,75,1,,
230338948054,52,1,,
230338948056,,,,
230338948057,73,5,,
230338948059,68,1,,
230338948061,48,0,,
230338948063,48,0,,
230338948066,,,,
230338948067,45,0,,
230348019004,78,3,,
230348019005,36,0,,
230348019006,,,,
230348019010,,,,
230348019011,94,2,,
230348019012,58,5,,
230348019013,89,1,,
230348019016,,,,
230348019018,,,,
230348019022,46,1,,
230348019023,72,1,,
230348019024,46,1,,
230348019025,68,1,,
230348019026,,,,
230348019035,,,,
230348019037,36,0,,
230348310001,52,1,,
230348310003,94,2,,
230348310004,94,2,,
230348310007,58,5,,
230348310008,,,,
230348310011,54,2,,
230348310014,89,1,,
230348310016,54,2,,
230348310017,54,2,,
230348310020,58,5,,
230348310021,54,2,615,
230348310025,46,1,,
230348310026,58,5,,
230348310030,59,1,11,
230348310033,68,5,,
230348310034,68,5,,
230348310038,68,1,,
230348310041,,,,
230348310042,72,1,,
230348310043,,,,
230348310046,64,5,57,
230348711004,78,3,,
230348711005,45,0,155,
230348711006,45,0,,
230348711007,56,1,,
230348711009,89,1,,
230348711010,89,1,,
230348711017,,,,
230348711018,54,2,,
230348711020,55,3,,
230348711021,58,5,,
230348711025,81,1,,
230348711026,72,1,,
230348711029,52,1,,
230348711031,73,5,,
230348711032,72,1,,
230348711035,45,0,,
230348711038,,,,
230348711039,,,,
230348711042,82,1,,
230348777001,45,0,,
230348777002,80,3,,
230348777005,45,0,215,
230348777009,89,1,7,
230348777010,54,2,,
230348777013,94,2,,
230348777019,54,2,15,
230348777021,54,2,,
230348777022,81,1,,
230348777026,64,5,,
230348777029,68,5,,
230348777030,48,0,,
230348777031,68,5,265,
230348777036,48,0,,
230348777037,72,1,,
230348777039,64,5,,
230348928001,78,3,,
230348928002,80,3,,
230348928004,,,,
230348928009,,,,
230348928011,89,1,,
230348928012,91,1,,
230348928018,94,2,,
230348928021,,,,
230348928022,48,0,,
230348928028,48,0,,
230348928033,36,0,90,
230348928036,36,0,,
230418407006,73,2,567,
230418407007,73,5,329,
230418407010,62,,187,
230418407011,,,,
230418407015,,,,
230418407017,128,1,406,
230418407022,90,,474,
230418407025,86,6,,
230418407030,,,,
230418407031,56,2,1068,
230418407036,56,2,863,
230418407037,39,,400,
230418407044,34,,545,
230418407049,,,,
230418407050,50,,387,
230418407051,33,,217,
230418711002,75,,550,
230418711004,60,,650,
230418711008,,,,
230418711009,115,,,
230418711015,,,,
230418711016,81,5,480,
230418711022,88,,70,
230418711025,76,4,446,
230418711034,,,,
230418711035,535,6,,
230418711037,76,6,,1
230418711038,86,2,,
230418711043,89,6,,
230418711047,128,1,142,
230418777003,50,,283,
230418777007,57,,347,
230418777009,84,1,,
230418777010,65,,700,
230418777016,143,7,271,
230418777018,154,6,797,
230418777023,81,5,779,
230418777024,85,,325,
230418777029,76,4,1701,
230418777031,50,,250,
230418777036,48,,304,
230418777038,125,,1150,
230418777043,120,,500,
230418777044,88,4,,
230418777052,86,2,,
230418777055,76,6,2777,
230418777058,40,,116,
230418801006,85,,400,
230418801007,86,2,1110,
230418801009,75,,850,
230418801010,,,,
230418801016,30,,1809,
230418801018,154,6,,
230418801022,128,1,,
230418801024,84,1,,
230418801030,86,6,,
230418801032,100,,40,
230418801036,73,2,743,
230418801038,,,,
230418801045,65,,130,
230418801046,,,,
230418801051,30,,,
230418801052,56,2,560,
230418801058,,,,
230418801061,58,5,375,
230418801066,48,,267,
230418963006,66,2,513,
230418963007,55,,174,
230418963008,,,,
230418963014,73,2,334,
230418963016,,,,
230418963018,,,,
230418963022,,,,
230418963026,,,,
230418963033,,,,
230418963035,,,,
230418963036,,,,
230418963042,205,,547,
230418963047,125,,542,
230418963049,,,,
230418963052,75,,116,
230418963053,100,,130,
230418963057,103,4,434,
230418963058,89,4,231,
230418963066,57,5,,
230418963068,40,,87,
230418963071,,,,
230418963074,85,,217,
230418963080,57,0,,
230418963081,60,,434,
230428310002,73,2,630,
230428310004,,,,
230428310010,89,6,,
230428310011,69,5,400,
230428310015,25,,360,
230428310017,,,,
230428310022,125,,500,
230428310025,73,5,430,
230428840003,,,,
230428840004,30,,430,
230428840008,75,,250,
230428840009,69,5,,
230428840015,,,,
230428840016,45,,150,
230428840024,56,2,226,
230428840026,85,,365,
230428840029,81,5,1183,
230428840030,,,,
230428928006,66,2,,
230428928009,499,7,,
230428928010,89,6,,
230428928015,,,,
230428928016,56,2,458,
230428928022,,,,
230428928030,86,5,,
230428929006,,,,
230428929011,73,2,371,
230428929014,73,2,317,
230428929015,56,2,576,
230428929016,73,2,1642,
230428929023,75,,150,
230428929024,,,,
230428929031,,,,
230438777003,103,1,345,
230438777004,105,,434,
230438777008,115,,868,
230438777009,,,,
230438777015,87,4,996,
230438777017,81,5,656,
230438777022,60,,323,
230438777024,90,,310,
230438777029,90,,289,
230438777031,125,,200,
230438777036,,,,
230438777037,66,2,,
230438777043,150,,2500,
230438777046,55,,167,
230438840004,128,1,,
230438840006,,,,
230438840010,,,,
230438840011,87,4,,
230438840015,,,,
230438840016,87,4,239,
230438840024,78,,278,
230438840025,,,,
230438840030,,,,
230438840033,56,2,1259,
230438840036,75,4,301,
230438840037,,,,
230438840043,60,,490,
230438840046,,,,
230438840050,56,2,46,
230438840051,60,,425,
230438840059,138,,130,
230438840060,,,,
230438840065,,,,
230438840066,,,,
230438928001,103,1,284,
230438928004,,,,
230438928011,66,2,,
230438928013,,,,
230438928015,,,,
230438928019,,,,
230438928024,81,5,417,
230438928027,38,,250,
230438928030,42,,367,
230438928031,79,2,,
230438928039,56,2,454,
230438928040,,,,
230438929001,128,1,1719,
230438929005,83,1,,
230438929008,83,1,,
230438929009,,,,
230438929018,,,,
230438929021,,,,
230438929024,81,5,2588,
230438929026,73,0,,
230438929029,,,,
230438929030,,,,
230438929036,,,,
230438929037,67,2,64,
230438929047,,,,
230438929048,,,,
230438929050,,,,
230438963001,128,1,425,
230438963002,,,,
230438963013,,,,
230438963014,125,,434,
230438963015,,,,
230438963017,75,,434,
230438963026,87,4,1025,
230438963027,85,,477,
230438963029,125,,434,
230438963031,,,,
230438963038,66,4,,
