SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK,OPERA_PV
231648843006.0,,,,,2.0
231648843007.0,,,68.0,4.0,2.0
231648843010.0,,,116.0,4.0,1.0
231648843018.0,,,255.0,5.0,1.0
231648843019.0,348.0,,67.0,5.0,1.0
231648843022.0,182.0,,67.0,5.0,1.0
231648859003.0,615.0,,72.0,5.0,2.0
231648859005.0,,,102.0,4.0,1.0
231648859007.0,1560.0,,105.0,7.0,2.0
231648859012.0,,,94.0,4.0,2.0
231648859013.0,,,67.0,5.0,1.0
231648859017.0,,,34.0,4.0,2.0
231648859019.0,,,67.0,5.0,1.0
231648880001.0,,,94.0,4.0,2.0
231648880011.0,348.0,,98.0,4.0,1.0
231648880015.0,,,52.0,4.0,2.0
231648880018.0,,,,,1.0
231648880019.0,,,98.0,4.0,1.0
231648880022.0,,,,,2.0
231648978003.0,,,59.0,4.0,1.0
231648978005.0,,,98.0,6.0,2.0
231648978007.0,,,102.0,4.0,1.0
231648978011.0,,,,,1.0
231648978014.0,2097.0,,142.0,5.0,2.0
232118400002.0,100.0,,587.0,7.0,2.0
232118400009.0,,,61.0,4.0,2.0
232118400019.0,,,,,2.0
232118785004.0,,,255.0,5.0,1.0
232118785007.0,,,346.0,5.0,1.0
232118785016.0,,,383.0,2.0,1.0
232118785019.0,,,324.0,5.0,1.0
232118785023.0,,,360.0,2.0,1.0
232138725004.0,0.0,,350.0,,1.0
232138725011.0,,,74.0,5.0,1.0
232138725015.0,,,322.0,2.0,2.0
232138860006.0,,,267.0,5.0,2.0
232138860008.0,463.0,,395.0,,1.0
232138860011.0,,,354.0,0.0,2.0
232218055001.0,,,312.0,3.0,2.0
232218055003.0,,,346.0,5.0,1.0
232218055007.0,,,,,2.0
232218055008.0,,,301.0,5.0,1.0
232218055014.0,,,61.0,4.0,2.0
232218055015.0,,,267.0,5.0,2.0
232218055017.0,,,330.0,3.0,1.0
232218055018.0,,,267.0,5.0,2.0
232218055021.0,,,,,2.0
232218055025.0,,,312.0,3.0,2.0
232218055027.0,,,364.0,3.0,1.0
232218055028.0,,,364.0,3.0,1.0
232218055031.0,,,,,2.0
232218055032.0,,,524.0,3.0,2.0
232218055036.0,,,355.0,5.0,1.0
232218055040.0,,,,,1.0
232218055042.0,,,346.0,5.0,1.0
232218055045.0,,,267.0,5.0,2.0
232218055046.0,,,364.0,3.0,1.0
232218055047.0,,,67.0,5.0,1.0
232218443003.0,,,,,2.0
232218443004.0,,,364.0,3.0,1.0
232218443006.0,,,,,2.0
232218443010.0,,,364.0,3.0,1.0
232218443013.0,,,,,1.0
232218443014.0,,,312.0,3.0,2.0
232218443016.0,,,312.0,3.0,2.0
232218443017.0,,,267.0,5.0,2.0
232218443023.0,,,364.0,3.0,1.0
232218443025.0,,,169.0,7.0,1.0
232218443026.0,,,,,1.0
232218443027.0,,,74.0,5.0,1.0
232218443031.0,,,,,2.0
232218443034.0,,,,,2.0
232218443038.0,,,524.0,3.0,2.0
232218443039.0,,,330.0,3.0,1.0
232218443042.0,,,61.0,4.0,2.0
232218443045.0,,,267.0,5.0,2.0
232218443047.0,,,267.0,5.0,2.0
232218443048.0,,,,,2.0
232218696002.0,,,255.0,5.0,1.0
232218696003.0,,,346.0,5.0,1.0
232218696006.0,,,456.0,3.0,2.0
232218696007.0,,,312.0,3.0,2.0
232218696009.0,,,,,2.0
232218696013.0,,,364.0,3.0,1.0
232218696014.0,,,267.0,5.0,2.0
232218696019.0,200.0,,233.0,,1.0
232218696020.0,,,346.0,5.0,1.0
232218696023.0,,,98.0,4.0,1.0
232218696025.0,,,,,2.0
232218696026.0,482.0,,175.0,,2.0
232218696028.0,,,364.0,3.0,1.0
232218696031.0,,,,,1.0
232218696032.0,,,181.0,6.0,2.0
232218725004.0,,,340.0,5.0,2.0
232218725005.0,,,524.0,3.0,2.0
232218725008.0,,,67.0,5.0,1.0
232218725010.0,,,,,1.0
232218725011.0,,,364.0,3.0,1.0
232218725012.0,,,,,1.0
232218725016.0,,,346.0,5.0,1.0
232218725017.0,,,67.0,5.0,1.0
232218725022.0,,,255.0,5.0,1.0
232218725023.0,,,355.0,5.0,1.0
232218725027.0,,,,,2.0
232218725029.0,50.0,,90.0,,1.0
232218725032.0,,,312.0,3.0,2.0
232218725033.0,,,,,1.0
232218725039.0,,,267.0,5.0,2.0
232218725040.0,,,,,1.0
232218725042.0,,,346.0,5.0,1.0
232218725043.0,,,346.0,5.0,1.0
232218725049.0,,,346.0,5.0,1.0
232218725050.0,,,267.0,5.0,2.0
232218725051.0,,,330.0,3.0,1.0
232218725055.0,,,,,2.0
232218725056.0,,,67.0,5.0,1.0
232218785004.0,,,346.0,5.0,1.0
232218785005.0,,,312.0,3.0,2.0
232218785007.0,,,255.0,5.0,1.0
232218785008.0,,,255.0,5.0,1.0
232218785013.0,,,267.0,5.0,2.0
232218785015.0,,,,,1.0
232218785019.0,,,,,1.0
232218785020.0,,,61.0,4.0,2.0
232218785021.0,,,67.0,5.0,1.0
232218785022.0,,,267.0,5.0,2.0
232218785026.0,,,346.0,5.0,1.0
232218785030.0,,,312.0,3.0,2.0
232218785032.0,,,,,1.0
232218785033.0,,,67.0,5.0,1.0
232218785038.0,,,330.0,3.0,1.0
232218785039.0,,,,,1.0
232218785043.0,,,116.0,4.0,1.0
232218785044.0,,,312.0,3.0,2.0
232218785046.0,,,524.0,3.0,2.0
232218785047.0,,,61.0,4.0,2.0
232218785051.0,,,67.0,5.0,1.0
232218785052.0,,,78.0,5.0,2.0
232218853001.0,,,364.0,3.0,1.0
232218853002.0,0.0,,297.0,,1.0
232218853006.0,,,255.0,5.0,1.0
232218853007.0,,,312.0,3.0,2.0
232218853011.0,,,67.0,5.0,1.0
232218853012.0,,,312.0,3.0,2.0
232218853016.0,,,312.0,3.0,2.0
232218853018.0,,,61.0,4.0,2.0
232218853024.0,,,312.0,3.0,2.0
232218853025.0,,,330.0,3.0,1.0
232218853026.0,,,267.0,5.0,2.0
232218853027.0,,,267.0,5.0,2.0
232218853032.0,,,355.0,5.0,1.0
232218853033.0,,,101.0,5.0,1.0
232218853036.0,,,78.0,5.0,2.0
232218853038.0,,,355.0,5.0,1.0
232218853042.0,,,364.0,3.0,1.0
232218853045.0,,,67.0,5.0,1.0
232218853046.0,1000.0,,500.0,,2.0
232218853049.0,0.0,,94.0,4.0,2.0
232218853051.0,,,78.0,5.0,2.0
232228214003.0,,,,,1.0
232228214006.0,,,267.0,5.0,2.0
232228214010.0,,,312.0,3.0,2.0
232228214011.0,,,67.0,5.0,1.0
232228214012.0,,,,,2.0
232228214018.0,,,267.0,5.0,2.0
232228214020.0,,,100.0,4.0,2.0
232228214021.0,,,102.0,4.0,1.0
232228214022.0,,,78.0,5.0,2.0
232228214026.0,,,,,2.0
232228214028.0,,,267.0,5.0,2.0
232228214032.0,,,67.0,5.0,1.0
232228214035.0,,,102.0,4.0,1.0
232228214038.0,,,,,1.0
232228214039.0,,,67.0,5.0,1.0
232228214044.0,,,98.0,6.0,2.0
232228214045.0,,,,,1.0
232228214047.0,,,364.0,3.0,1.0
232228214050.0,,,346.0,5.0,1.0
232228214051.0,,,346.0,5.0,1.0
232228214052.0,,,346.0,5.0,1.0
232228214057.0,,,346.0,5.0,1.0
232228214058.0,521.0,,125.0,,1.0
232228214064.0,,,267.0,5.0,2.0
232228214065.0,,,267.0,5.0,2.0
232228214068.0,1000.0,,250.0,,2.0
232228214070.0,,,267.0,5.0,2.0
232228214072.0,,,364.0,3.0,1.0
232228214073.0,,,312.0,3.0,2.0
232228214078.0,,,355.0,5.0,1.0
232228214082.0,600.0,,270.0,,2.0
232228214083.0,,,,,2.0
232228267004.0,,,67.0,5.0,1.0
232228267005.0,,,67.0,5.0,1.0
232228267006.0,250.0,,89.0,,1.0
232228267008.0,,,78.0,5.0,2.0
232228267011.0,,,,,2.0
232228267012.0,,,346.0,5.0,1.0
232228267019.0,,,,,1.0
232228267020.0,,,364.0,3.0,1.0
232228267022.0,,,346.0,5.0,1.0
232228267023.0,,,267.0,5.0,2.0
232228267027.0,,,267.0,5.0,2.0
232228267028.0,,,,,1.0
232228267034.0,,,,,1.0
232228267035.0,200.0,,450.0,,1.0
232228267037.0,,,72.0,5.0,2.0
232228267040.0,,,346.0,5.0,1.0
232228267041.0,,,181.0,6.0,2.0
232228267043.0,,,,,1.0
232228267044.0,,,267.0,5.0,2.0
232228267046.0,,,,,2.0
232228267049.0,,,102.0,4.0,1.0
232228267051.0,,,267.0,5.0,2.0
232228267053.0,,,267.0,5.0,2.0
232228267058.0,503.0,,225.0,,1.0
232228267060.0,,,267.0,5.0,2.0
232228267061.0,,,67.0,5.0,1.0
232228267062.0,,,72.0,5.0,2.0
232228395001.0,,,67.0,5.0,1.0
232228395008.0,,,312.0,3.0,2.0
232228395009.0,,,312.0,3.0,2.0
232228395014.0,,,267.0,5.0,2.0
232228395015.0,,,101.0,5.0,1.0
232228395016.0,,,169.0,7.0,2.0
232228395018.0,,,61.0,4.0,2.0
232228395022.0,,,102.0,4.0,1.0
232228395025.0,,,67.0,5.0,1.0
232228395026.0,1000.0,,90.0,,2.0
232228395027.0,,,98.0,6.0,2.0
232228395033.0,,,98.0,6.0,2.0
232228395035.0,,,74.0,5.0,1.0
232228395036.0,,,98.0,6.0,2.0
232228395037.0,,,74.0,5.0,1.0
232228395041.0,,,67.0,5.0,1.0
232228395042.0,,,72.0,5.0,2.0
232228395049.0,,,267.0,5.0,2.0
232228395050.0,,,267.0,5.0,2.0
232228395051.0,,,330.0,3.0,1.0
232228395052.0,500.0,,238.0,,2.0
232228395058.0,,,346.0,5.0,1.0
232228395059.0,,,346.0,5.0,1.0
232228395064.0,,,94.0,4.0,2.0
232228395065.0,,,,,1.0
232228395066.0,,,94.0,4.0,2.0
232228395069.0,,,72.0,4.0,1.0
232228759002.0,,,,,1.0
232228759004.0,,,169.0,7.0,1.0
232228759006.0,,,,,2.0
232228759007.0,,,312.0,3.0,2.0
232228759011.0,250.0,,375.0,,2.0
232228759014.0,,,,,1.0
232228759016.0,,,,,2.0
232228759017.0,,,,,2.0
232228759022.0,,,324.0,5.0,1.0
232228759023.0,,,,,1.0
232228759026.0,,,94.0,4.0,2.0
232228759027.0,,,67.0,5.0,1.0
232228759034.0,,,,,2.0
232228759035.0,,,346.0,5.0,1.0
232228759037.0,,,267.0,5.0,2.0
232228759040.0,,,142.0,5.0,2.0
232228759042.0,,,61.0,4.0,2.0
232228759044.0,,,364.0,3.0,1.0
232228759046.0,,,,,2.0
232228759047.0,,,52.0,4.0,2.0
232228759051.0,,,,,1.0
232228759053.0,,,94.0,4.0,2.0
232228759056.0,,,346.0,5.0,1.0
232228759059.0,,,312.0,3.0,2.0
232228759061.0,,,312.0,3.0,2.0
232228759062.0,,,364.0,3.0,1.0
232228759069.0,,,,,1.0
232228759070.0,,,312.0,3.0,2.0
232228759072.0,,,,,2.0
232228759073.0,,,364.0,3.0,1.0
232228759077.0,,,346.0,5.0,1.0
232228759081.0,,,67.0,5.0,1.0
232228759084.0,,,,,1.0
232228854001.0,,,67.0,5.0,1.0
232228854002.0,,,181.0,6.0,2.0
232228854009.0,,,61.0,4.0,2.0
232228854010.0,,,,,2.0
232228854011.0,,,324.0,5.0,1.0
232228854014.0,,,101.0,5.0,1.0
232228854018.0,,,,,2.0
232228854019.0,800.0,,731.0,5.0,2.0
232228854021.0,,,,,1.0
232228854022.0,,,78.0,5.0,2.0
232228854027.0,,,,,2.0
232228854032.0,,,74.0,5.0,1.0
232228854035.0,,,74.0,5.0,1.0
232228854036.0,,,,,1.0
232228854037.0,,,101.0,5.0,1.0
232228854042.0,,,,,1.0
232228854043.0,,,101.0,5.0,1.0
232228854046.0,,,312.0,3.0,2.0
232228854050.0,600.0,,110.0,,1.0
232228854052.0,,,355.0,5.0,1.0
232228854055.0,,,,,1.0
232228854059.0,,,,,2.0
232228854060.0,,,,,2.0
232228854062.0,,,67.0,5.0,1.0
232228854063.0,,,,,1.0
232228854066.0,,,67.0,5.0,1.0
232228854068.0,,,,,2.0
232228884003.0,,,,,2.0
232228884005.0,,,98.0,6.0,2.0
232228884006.0,,,,,2.0
232228884010.0,,,,,1.0
232228884011.0,,,352.0,5.0,2.0
232228884012.0,333.0,,232.0,,2.0
232228884016.0,,,,,2.0
232228884020.0,,,,,1.0
232228884022.0,,,67.0,5.0,1.0
232228884024.0,,,,,1.0
232228884027.0,,,74.0,5.0,1.0
232228884028.0,,,,,2.0
232228884031.0,100.0,,111.0,2.0,1.0
232228884032.0,700.0,,142.0,5.0,2.0
232228884040.0,,,,,1.0
232228884044.0,,,67.0,5.0,1.0
232228884045.0,,,,,1.0
232228884046.0,,,,,2.0
232228884051.0,600.0,,95.0,,2.0
232228884052.0,,,,,1.0
232228884059.0,,,,,2.0
232228884060.0,,,,,1.0
232228884061.0,,,74.0,5.0,1.0
232228884062.0,,,,,1.0
232238074001.0,,,169.0,7.0,1.0
232238074003.0,,,364.0,3.0,1.0
232238074007.0,,,61.0,4.0,2.0
232238074019.0,,,98.0,4.0,1.0
232238074024.0,,,279.0,3.0,1.0
232238074025.0,,,,,1.0
232238074026.0,,,352.0,5.0,2.0
232238074027.0,,,352.0,5.0,2.0
232238074033.0,1000.0,,250.0,,2.0
232238074035.0,3209.0,,83.0,6.0,2.0
232238074036.0,,,312.0,3.0,2.0
232238074039.0,1000.0,,150.0,,2.0
232238074041.0,,,94.0,4.0,2.0
232238074045.0,,,67.0,5.0,1.0
232238074048.0,,,98.0,6.0,2.0
232238074050.0,174.0,,100.0,,1.0
232238074051.0,,,267.0,5.0,2.0
232238074054.0,,,346.0,5.0,1.0
232238074056.0,,,375.0,,2.0
232238074058.0,500.0,,385.0,,1.0
232238074063.0,1310.0,,227.0,5.0,2.0
232238074065.0,,,267.0,5.0,2.0
232238074066.0,,,101.0,5.0,1.0
232238074069.0,,,,,1.0
232238074074.0,,,346.0,5.0,1.0
232238074075.0,,,346.0,5.0,1.0
232238074076.0,,,267.0,5.0,2.0
232238074077.0,,,267.0,5.0,2.0
232238074082.0,,,169.0,7.0,2.0
232238074083.0,,,,,1.0
232238074086.0,,,450.0,,1.0
232238074090.0,,,364.0,3.0,1.0
232238074092.0,,,312.0,3.0,2.0
232238404002.0,200.0,,350.0,,2.0
232238404003.0,,,312.0,3.0,2.0
232238404006.0,,,169.0,7.0,1.0
232238404011.0,,,102.0,4.0,1.0
232238404012.0,,,,,2.0
232238404014.0,,,,,2.0
232238404016.0,,,67.0,5.0,1.0
232238404018.0,,,61.0,4.0,2.0
232238404024.0,,,74.0,5.0,1.0
232238404025.0,,,74.0,5.0,1.0
232238404027.0,,,94.0,4.0,2.0
232238404028.0,,,324.0,5.0,1.0
232238404032.0,,,,,1.0
232238404035.0,,,101.0,5.0,1.0
232238404037.0,,,101.0,5.0,1.0
232238404038.0,300.0,,340.0,,1.0
232238404042.0,,,,,1.0
232238404043.0,,,61.0,4.0,2.0
232238404046.0,,,267.0,5.0,2.0
232238404050.0,,,98.0,6.0,2.0
232238404051.0,,,267.0,5.0,2.0
232238404052.0,,,330.0,3.0,1.0
232238404056.0,,,,,1.0
232238404059.0,,,267.0,5.0,2.0
232238404060.0,,,267.0,5.0,2.0
232238404061.0,,,267.0,5.0,2.0
232238404065.0,,,,,1.0
232238404066.0,200.0,,115.0,,1.0
232238404067.0,,,78.0,5.0,2.0
232238443007.0,,,,,2.0
232238443009.0,,,98.0,6.0,2.0
232238443011.0,,,100.0,4.0,2.0
232238443014.0,,,,,2.0
232238443019.0,,,,,1.0
232238443020.0,,,98.0,6.0,2.0
232238443022.0,,,101.0,5.0,1.0
232238443023.0,,,352.0,5.0,2.0
232238443026.0,,,267.0,5.0,2.0
232238443027.0,,,267.0,5.0,2.0
232238443033.0,,,,,1.0
232238443035.0,,,267.0,5.0,2.0
232238443038.0,,,346.0,5.0,1.0
232238443039.0,,,267.0,5.0,2.0
232238443041.0,,,,,2.0
232238443042.0,300.0,,410.0,,2.0
232238854001.0,,,,,1.0
232238854002.0,,,61.0,4.0,2.0
232238854009.0,309.0,,225.0,,2.0
232238854011.0,,,267.0,5.0,2.0
232238854013.0,,,74.0,5.0,1.0
232238854017.0,,,101.0,5.0,1.0
232238854018.0,,,,,2.0
232238854021.0,,,102.0,4.0,1.0
232238854024.0,,,,,2.0
232238854027.0,,,67.0,5.0,1.0
232238854029.0,,,61.0,4.0,2.0
232238854031.0,,,,,2.0
232238854032.0,,,267.0,5.0,2.0
232238854039.0,,,101.0,5.0,1.0
232238854041.0,,,346.0,5.0,1.0
232238854042.0,,,,,1.0
232238854047.0,,,,,1.0
232238854050.0,,,,,2.0
232238854051.0,,,267.0,5.0,2.0
232238854054.0,,,,,1.0
232238961001.0,,,181.0,6.0,2.0
232238961002.0,,,312.0,3.0,2.0
232238961009.0,,,,,1.0
232238961013.0,,,102.0,4.0,1.0
232238961015.0,,,,,2.0
232238961017.0,,,312.0,3.0,2.0
232238961019.0,,,,,2.0
232238961023.0,,,67.0,5.0,1.0
232238961025.0,,,102.0,4.0,1.0
232238961026.0,,,102.0,4.0,1.0
232238961027.0,,,100.0,4.0,2.0
232238961034.0,,,,,2.0
232238961035.0,,,67.0,5.0,1.0
232238961038.0,1500.0,,40.0,,1.0
232238961041.0,300.0,,110.0,,2.0
232238961045.0,250.0,,325.0,,1.0
232238961047.0,,,61.0,4.0,2.0
232238961048.0,,,330.0,3.0,1.0
232238961052.0,,,67.0,5.0,1.0
232238961055.0,,,94.0,4.0,2.0
232238961058.0,,,267.0,5.0,2.0
232238961060.0,,,346.0,5.0,1.0
232238961061.0,,,116.0,4.0,1.0
232238961064.0,,,364.0,3.0,1.0
232238961067.0,,,74.0,5.0,1.0
232238962004.0,,,267.0,5.0,2.0
232238962006.0,2504.0,,143.0,7.0,1.0
232238962008.0,,,,,2.0
232238962012.0,,,,,2.0
232238962013.0,,,169.0,7.0,2.0
232238962016.0,,,346.0,5.0,1.0
232238962017.0,,,267.0,5.0,2.0
232238962022.0,,,98.0,6.0,2.0
232238962023.0,,,,,2.0
232238962028.0,,,346.0,5.0,1.0
232238962029.0,,,98.0,6.0,2.0
232238962031.0,,,346.0,5.0,1.0
232238962035.0,,,94.0,4.0,2.0
232238962039.0,,,267.0,5.0,2.0
232238962040.0,,,44.0,4.0,1.0
232238962044.0,,,267.0,5.0,2.0
232238962045.0,,,,,1.0
232238962046.0,,,,,1.0
232238962054.0,694.0,,175.0,,1.0
232238962055.0,,,67.0,5.0,1.0
232238962057.0,,,61.0,4.0,2.0
232238962058.0,,,267.0,5.0,2.0
232238962061.0,,,,,1.0
232238962062.0,,,346.0,5.0,1.0
232238962067.0,,,364.0,3.0,1.0
232238962069.0,,,,,1.0
232238962072.0,,,,,2.0
232238962073.0,,,312.0,3.0,2.0
232238962077.0,,,,,1.0
232238982001.0,,,67.0,5.0,1.0
232238982002.0,,,312.0,3.0,2.0
232238982006.0,,,312.0,3.0,2.0
232238982012.0,,,,,2.0
232238982013.0,,,169.0,7.0,2.0
232238982016.0,1302.0,,101.0,5.0,1.0
232238982018.0,,,,,2.0
232238982022.0,,,78.0,5.0,2.0
232238982025.0,,,68.0,4.0,2.0
232238982026.0,,,160.0,5.0,2.0
232238982027.0,,,,,2.0
232238982031.0,,,98.0,6.0,2.0
232238982032.0,,,74.0,5.0,1.0
232238982037.0,434.0,,94.0,4.0,2.0
232238982039.0,,,200.0,,1.0
232238982041.0,400.0,,30.0,,2.0
232238982042.0,,,,,2.0
232238982047.0,,,346.0,5.0,1.0
232238982050.0,,,364.0,3.0,1.0
232238982054.0,,,355.0,5.0,1.0
232238982055.0,,,524.0,3.0,2.0
232238982057.0,,,364.0,3.0,1.0
232238982058.0,,,154.0,6.0,2.0
232258055002.0,1640.0,,364.0,3.0,1.0
232258055005.0,,,,,2.0
232258055006.0,,,312.0,3.0,2.0
232258055010.0,,,67.0,5.0,1.0
232258055011.0,,,34.0,4.0,2.0
232258055013.0,65.0,,34.0,4.0,2.0
232258055016.0,115.0,,94.0,4.0,2.0
232258055020.0,,,135.0,4.0,2.0
232258055021.0,,,346.0,5.0,1.0
232258055022.0,,,,,2.0
232258055027.0,,,312.0,3.0,2.0
232258055028.0,,,,,2.0
232258055031.0,,,34.0,4.0,2.0
232258055032.0,,,,,2.0
232258055036.0,,,,,1.0
232258055038.0,,,101.0,5.0,1.0
232258055041.0,,,,,2.0
232258055042.0,,,312.0,3.0,2.0
232258055049.0,,,,,1.0
232258055050.0,,,355.0,5.0,1.0
232258055051.0,,,,,2.0
232258055052.0,415.0,,117.0,5.0,1.0
232258055057.0,,,,,2.0
232258055060.0,,,,,1.0
232258055061.0,,,355.0,5.0,1.0
232258393001.0,1015.0,,255.0,5.0,1.0
232258393003.0,515.0,,1671.0,5.0,1.0
232258393006.0,,,67.0,5.0,1.0
232258393007.0,,,67.0,5.0,1.0
232258393013.0,215.0,,117.0,5.0,1.0
232258393014.0,,,67.0,5.0,1.0
232258393016.0,,,312.0,3.0,2.0
232258393018.0,,,98.0,6.0,2.0
232258393020.0,,,,,2.0
232258393021.0,,,,,1.0
232258393023.0,,,346.0,5.0,1.0
232258393027.0,,,524.0,3.0,2.0
232258393028.0,,,,,2.0
232258393031.0,,,78.0,5.0,2.0
232258393032.0,,,312.0,3.0,2.0
232258393039.0,,,61.0,4.0,2.0
232258393040.0,,,312.0,3.0,2.0
232258393041.0,,,,,2.0
232258393042.0,515.0,,364.0,3.0,1.0
232258393050.0,,,61.0,4.0,2.0
232258393055.0,,,,,1.0
232258393056.0,,,,,2.0
232258393059.0,,,,,2.0
232258691001.0,,,142.0,5.0,2.0
232258691003.0,,,,,2.0
232258691007.0,,,67.0,5.0,1.0
232258691010.0,,,,,2.0
232258691011.0,,,72.0,5.0,2.0
232258691013.0,981.0,,312.0,3.0,2.0
232258691018.0,,,,,2.0
232258691019.0,65.0,,142.0,5.0,2.0
232258691021.0,,,102.0,4.0,1.0
232258691022.0,,,,,1.0
232258691026.0,,,,,1.0
232258691027.0,,,312.0,3.0,2.0
232258691032.0,,,61.0,4.0,2.0
232258691035.0,,,312.0,3.0,2.0
232258691037.0,,,364.0,3.0,1.0
232258691038.0,,,116.0,4.0,1.0
232258691041.0,115.0,,67.0,5.0,1.0
232258691045.0,,,267.0,5.0,2.0
232258691047.0,165.0,,267.0,5.0,2.0
232258691050.0,,,346.0,5.0,1.0
232258691054.0,35.0,,57.0,5.0,1.0
232258691055.0,,,,,2.0
232258691056.0,,,,,1.0
232258691057.0,,,587.0,7.0,2.0
232258725002.0,15.0,,330.0,3.0,1.0
232258725003.0,,,267.0,5.0,2.0
232258725008.0,30.0,,355.0,5.0,1.0
232258725012.0,,,267.0,5.0,2.0
232258725013.0,787.0,,1671.0,3.0,1.0
232258725019.0,,,267.0,5.0,2.0
232258725020.0,,,346.0,5.0,1.0
232258725021.0,,,98.0,6.0,2.0
232258725023.0,,,,,2.0
232258725025.0,,,312.0,3.0,2.0
232258725026.0,,,,,2.0
232258725028.0,,,135.0,4.0,2.0
232258725034.0,,,312.0,3.0,2.0
232258725035.0,,,267.0,5.0,2.0
232258725036.0,,,,,2.0
232258725037.0,,,,,1.0
232258725045.0,,,101.0,5.0,1.0
232258725047.0,,,61.0,4.0,2.0
232258725050.0,515.0,,587.0,7.0,2.0
232258725051.0,,,524.0,3.0,2.0
232258725052.0,145.0,,142.0,5.0,2.0
232258725057.0,0.0,,101.0,5.0,1.0
232258725060.0,,,,,1.0
232258725062.0,3491.0,,312.0,3.0,2.0
232258725063.0,,,,,2.0
232258725067.0,,,255.0,5.0,1.0
232258785004.0,1515.0,,1671.0,3.0,1.0
232258785005.0,,,,,2.0
232258785008.0,82.0,,355.0,5.0,1.0
232258785010.0,,,94.0,4.0,2.0
232258785012.0,,,355.0,5.0,1.0
232258785014.0,,,524.0,3.0,2.0
232258785017.0,,,67.0,5.0,1.0
232258785018.0,,,352.0,5.0,2.0
232258785021.0,515.0,,312.0,3.0,2.0
232258785025.0,90.0,,34.0,4.0,2.0
232258785027.0,,,,,2.0
232258785030.0,0.0,,312.0,3.0,2.0
232258785032.0,,,346.0,5.0,1.0
232258785034.0,,,,,2.0
232258785037.0,,,524.0,3.0,2.0
232258785043.0,,,267.0,5.0,2.0
232258785044.0,,,346.0,5.0,1.0
232258785048.0,,,267.0,5.0,2.0
232258785049.0,,,312.0,3.0,2.0
232258785051.0,2015.0,,437.0,6.0,1.0
232258785053.0,,,330.0,3.0,1.0
232258785060.0,,,67.0,5.0,1.0
232258785061.0,,,34.0,4.0,2.0
232258785063.0,,,181.0,6.0,2.0
232258785068.0,465.0,,346.0,5.0,1.0
232258785069.0,,,,,1.0
232258785070.0,,,,,1.0
232258785072.0,,,67.0,5.0,1.0
232258868001.0,,,67.0,5.0,1.0
232258868002.0,265.0,,267.0,5.0,2.0
232258868006.0,,,169.0,7.0,2.0
232258868008.0,,,67.0,5.0,1.0
232258868011.0,,,267.0,5.0,2.0
232258868012.0,282.0,,267.0,5.0,2.0
232258868019.0,,,364.0,3.0,1.0
232258868027.0,,,,,1.0
232258868030.0,205.0,,364.0,3.0,1.0
232258868032.0,,,346.0,5.0,1.0
232258868035.0,,,312.0,3.0,2.0
232258868037.0,15.0,,587.0,7.0,2.0
232258868043.0,,,267.0,5.0,2.0
232258868047.0,787.0,,587.0,7.0,2.0
232258868049.0,,,78.0,5.0,2.0
232258868052.0,401.0,,78.0,5.0,2.0
232258868054.0,665.0,,78.0,5.0,2.0
232258868057.0,,,,,1.0
232258868059.0,,,267.0,5.0,2.0
232258868061.0,,,267.0,5.0,2.0
232258868066.0,247.0,,312.0,3.0,2.0
232258868067.0,0.0,,67.0,5.0,1.0
232258868073.0,,,67.0,5.0,1.0
232258868077.0,,,557.0,5.0,2.0
232258868078.0,,,,,1.0
232258868083.0,,,312.0,3.0,2.0
232258868085.0,,,,,1.0
232258868087.0,215.0,,587.0,7.0,1.0
232258868088.0,,,181.0,6.0,2.0
232268222002.0,12.0,,364.0,3.0,1.0
232268222008.0,,,,,1.0
232268222011.0,,,74.0,5.0,1.0
232268222017.0,,,67.0,5.0,1.0
232268222028.0,1386.0,,52.0,4.0,2.0
232268222029.0,781.0,,61.0,5.0,2.0
232268222031.0,,,100.0,4.0,2.0
232268222033.0,,,,,1.0
232268222037.0,0.0,,267.0,5.0,2.0
232268222038.0,1515.0,,67.0,5.0,1.0
232268222041.0,,,255.0,5.0,1.0
232268222042.0,515.0,,267.0,5.0,2.0
232268443001.0,,,100.0,4.0,2.0
232268443007.0,,,100.0,4.0,2.0
232268443010.0,,,102.0,4.0,1.0
232268443011.0,1015.0,,346.0,5.0,1.0
232268443014.0,315.0,,355.0,5.0,1.0
232268443016.0,,,,,2.0
232268443020.0,,,355.0,5.0,1.0
232268443023.0,,,,,1.0
232268443025.0,,,,,2.0
232268443026.0,232.0,,34.0,4.0,2.0
232268443027.0,,,,,2.0
232268443032.0,,,101.0,5.0,1.0
232268443035.0,,,,,2.0
232268443036.0,,,267.0,5.0,2.0
232268443038.0,,,340.0,5.0,2.0
232268443041.0,,,,,1.0
232268443042.0,,,,,1.0
232268443046.0,,,,,2.0
232268443049.0,,,,,1.0
232268769003.0,,,,,2.0
232268769004.0,,,,,1.0
232268769008.0,,,94.0,4.0,2.0
232268769009.0,20.0,,94.0,4.0,2.0
232268769013.0,,,346.0,5.0,1.0
232268769018.0,,,,,1.0
232268769022.0,,,,,2.0
232268769024.0,6368.0,,346.0,5.0,1.0
232268769027.0,,,,,2.0
232268769032.0,,,,,1.0
232268769040.0,,,,,2.0
232268769047.0,,,,,2.0
232268769049.0,,,,,2.0
232268769053.0,,,,,1.0
232268769054.0,,,,,1.0
232268769057.0,,,,,2.0
