SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK,OPERA_PV
234368855002.0,,,43.0,5.0,2.0
234368855004.0,200.0,,45.0,,1.0
234368855006.0,500.0,,90.0,,2.0
234368855007.0,,,,,2.0
234368855011.0,,,56.0,2.0,2.0
234368855012.0,,,85.0,2.0,1.0
234368855019.0,,,67.0,0.0,2.0
234368855020.0,,,56.0,2.0,2.0
234368855023.0,,,85.0,2.0,1.0
234368855025.0,,,,,1.0
234368855026.0,333.0,,79.0,2.0,2.0
234368855030.0,,,,,1.0
234368855031.0,1631.0,,95.0,5.0,1.0
234368855033.0,,,,,1.0
234368855036.0,,,,,1.0
234368855040.0,,,89.0,0.0,1.0
234368855042.0,,,,,1.0
234368855043.0,,,56.0,1.0,1.0
234368855048.0,0.0,,25.0,,1.0
234368855049.0,2303.0,,55.0,5.0,2.0
234368855051.0,,,,,1.0
234368855052.0,,,,,1.0
234368959002.0,,,,,1.0
234368959003.0,,,,,2.0
234368959006.0,,,,,1.0
234368959007.0,,,82.0,2.0,2.0
234368959009.0,,,,,2.0
234368959012.0,500.0,,19.0,,1.0
234368959013.0,,,,,2.0
234368959016.0,,,68.0,5.0,1.0
234368959018.0,,,80.0,7.0,2.0
234368959021.0,,,,,2.0
234368959024.0,,,85.0,2.0,1.0
234368959025.0,,,43.0,1.0,2.0
234368959026.0,,,43.0,1.0,2.0
234368959027.0,,,,,2.0
234368959033.0,,,56.0,1.0,1.0
234368959034.0,,,,,1.0
234368959038.0,,,68.0,1.0,2.0
234368959039.0,272.0,,63.0,,2.0
234368959041.0,450.0,,71.0,,2.0
234368959044.0,499.0,,76.0,0.0,1.0
234368959048.0,,,,,2.0
234368959050.0,150.0,,50.0,,1.0
234368959052.0,3269.0,,113.0,,2.0
234368959055.0,,,59.0,0.0,2.0
234368959057.0,,,34.0,2.0,2.0
234368969003.0,,,43.0,5.0,2.0
234368969004.0,,,43.0,5.0,2.0
234368969006.0,,,,,1.0
234368969008.0,,,82.0,1.0,2.0
234368969012.0,,,72.0,0.0,2.0
234368969015.0,,,72.0,0.0,2.0
234368969016.0,,,72.0,0.0,2.0
234368969017.0,100.0,,40.0,,2.0
234368969019.0,,,,,1.0
234368969021.0,,,59.0,0.0,2.0
234368969025.0,,,85.0,2.0,1.0
234368969029.0,,,77.0,5.0,2.0
234368969030.0,,,67.0,0.0,2.0
234368969031.0,,,,,1.0
234368969034.0,,,58.0,5.0,1.0
234368969037.0,,,,,1.0
234368969040.0,,,43.0,1.0,2.0
234368969043.0,400.0,,38.0,,2.0
234368969045.0,,,,,2.0
234368969046.0,,,79.0,2.0,2.0
234378224003.0,419.0,,78.0,0.0,1.0
234378224005.0,600.0,,150.0,,2.0
234378224009.0,,,,,2.0
234378224010.0,,,,,2.0
234378224014.0,60.0,,14.0,,2.0
234378224015.0,,,79.0,2.0,2.0
234378224017.0,,,93.0,2.0,1.0
234378224020.0,,,,,2.0
234378224021.0,333.0,,56.0,,1.0
234378224022.0,125.0,,113.0,,1.0
234378224028.0,,,83.0,2.0,1.0
234378224029.0,500.0,,100.0,,1.0
234378224031.0,,,,,2.0
234378224032.0,490.0,,75.0,,1.0
234378910002.0,,,,,2.0
234378910003.0,175.0,,57.0,0.0,2.0
234378910006.0,,,82.0,2.0,1.0
234378910010.0,,,,,2.0
234378910012.0,,,91.0,2.0,2.0
234378910014.0,,,,,2.0
234378910017.0,1650.0,,200.0,,2.0
234378910018.0,2450.0,,75.0,,1.0
234378910021.0,,,,,2.0
234378910023.0,,,47.0,3.0,2.0
234378910026.0,326.0,,200.0,,2.0
234378910027.0,1100.0,,125.0,,1.0
234378910031.0,,,,,1.0
234378910033.0,87.0,,22.0,,2.0
234378910036.0,,,80.0,7.0,1.0
234378910037.0,1250.0,,90.0,,1.0
234378910039.0,,,,,1.0
234378910041.0,100.0,,25.0,,2.0
234378910042.0,38.0,,18.0,,2.0
234378910046.0,333.0,,24.0,,1.0
234378910047.0,,,,,1.0
234378910052.0,,,,,2.0
234378910055.0,275.0,,35.0,,2.0
234378958001.0,397.0,,108.0,,1.0
234378958003.0,1000.0,,100.0,,2.0
234378958007.0,,,,,1.0
234378958010.0,,,,,1.0
234378958014.0,,,,,2.0
234378958015.0,,,,,2.0
234378958018.0,,,,,1.0
234378958020.0,,,61.0,1.0,1.0
234378958022.0,,,44.0,1.0,2.0
234378958024.0,,,55.0,1.0,1.0
234378958029.0,694.0,,150.0,,2.0
234378958030.0,1722.0,,64.0,1.0,2.0
234378958034.0,847.0,,90.0,,2.0
234378958035.0,,,,,2.0
234378958037.0,,,,,2.0
234378958039.0,,,,,1.0
234378958043.0,,,72.0,2.0,2.0
234378958045.0,,,58.0,5.0,1.0
234378958046.0,,,76.0,0.0,1.0
234378958047.0,56.0,,47.0,2.0,2.0
234378958051.0,276.0,,78.0,2.0,2.0
234378958052.0,,,,,1.0
234378958056.0,,,56.0,1.0,1.0
234378958058.0,,,,,2.0
234378958064.0,74.0,,47.0,2.0,2.0
234378958065.0,,,62.0,5.0,1.0
234378958068.0,82.0,,80.0,,2.0
234378958070.0,,,,,1.0
234378958072.0,,,62.0,5.0,2.0
234378959003.0,411.0,,50.0,,1.0
234378959004.0,,,,,1.0
234378959006.0,,,,,1.0
234378959007.0,940.0,,113.0,,2.0
234378959011.0,,,67.0,0.0,2.0
234378959013.0,175.0,,25.0,,1.0
234378959019.0,,,82.0,2.0,1.0
234378959020.0,,,58.0,5.0,1.0
234378959021.0,,,58.0,5.0,1.0
234378959022.0,434.0,,150.0,,2.0
234378959029.0,,,,,2.0
234378959030.0,,,91.0,2.0,2.0
234378959031.0,640.0,,75.0,,1.0
234378959032.0,200.0,,90.0,,2.0
234378959038.0,586.0,,91.0,2.0,2.0
234378959039.0,2000.0,,75.0,,1.0
234378959042.0,150.0,,33.0,,2.0
234378959043.0,,,59.0,0.0,2.0
234378959046.0,350.0,,63.0,,1.0
234378959049.0,,,,,2.0
234378959052.0,167.0,,72.0,1.0,1.0
234378959053.0,174.0,,52.0,1.0,2.0
234378959059.0,,,55.0,5.0,2.0
234378959060.0,,,,,2.0
234378969001.0,0.0,,100.0,,2.0
234378969002.0,375.0,,76.0,0.0,1.0
234378969007.0,,,82.0,2.0,1.0
234378969008.0,,,82.0,2.0,1.0
234378969012.0,350.0,,83.0,2.0,1.0
234378969014.0,,,93.0,2.0,1.0
234378969017.0,100.0,,50.0,,2.0
234378969020.0,,,34.0,2.0,2.0
234378969023.0,,,40.0,1.0,1.0
234378969024.0,,,,,2.0
234378969026.0,,,82.0,2.0,1.0
234378969027.0,454.0,,96.0,2.0,2.0
234378969031.0,400.0,,88.0,,1.0
234378969033.0,,,80.0,7.0,1.0
234378969036.0,,,,,2.0
234378969039.0,,,,,1.0
234378969042.0,,,,,1.0
234378969045.0,,,,,1.0
234378969046.0,200.0,,90.0,,1.0
234378969048.0,,,,,1.0
234378969051.0,300.0,,56.0,2.0,2.0
234378969054.0,,,,,1.0
234378969056.0,,,85.0,2.0,1.0
234378969057.0,,,,,2.0
234388855009.0,,,,,1.0
234388855063.0,,,,,1.0
234388855073.0,,,,,1.0
234388855102.0,,,,,2.0
234388969027.0,,,,,2.0
234398855001.0,,,,,1.0
234398855004.0,,,72.0,0.0,2.0
234398855005.0,,,73.0,5.0,1.0
234398855007.0,,,,,2.0
234398855008.0,,,87.0,2.0,1.0
234398855009.0,,,,,1.0
234398855012.0,,,56.0,2.0,2.0
234398855013.0,,,67.0,0.0,2.0
234398855016.0,,,87.0,2.0,1.0
234398855018.0,,,43.0,5.0,2.0
234398855022.0,,,59.0,0.0,2.0
234398855023.0,,,85.0,2.0,1.0
234398855029.0,,,80.0,7.0,2.0
234398855030.0,,,55.0,3.0,2.0
234398855032.0,,,82.0,2.0,1.0
234398855033.0,,,100.0,,2.0
234398855037.0,200.0,,114.0,,1.0
234398855040.0,785.0,,70.0,2.0,1.0
234398910001.0,,,,,2.0
234398910002.0,,,,,1.0
234398910007.0,,,,,2.0
234398910011.0,,,,,2.0
234398910013.0,,,56.0,2.0,2.0
234398910019.0,100.0,,100.0,,1.0
234398910020.0,,,85.0,2.0,1.0
234398910021.0,,,,,2.0
234398910023.0,,,,,1.0
234398910024.0,,,38.0,1.0,1.0
234398910026.0,,,,,1.0
234398910027.0,,,,,2.0
234398910033.0,,,68.0,1.0,2.0
234398910034.0,,,,,1.0
234398910037.0,174.0,,10.0,,2.0
234398910040.0,,,,,1.0
234398910042.0,,,77.0,5.0,2.0
234398910043.0,174.0,,38.0,,1.0
234398910047.0,,,43.0,5.0,2.0
234398910048.0,,,,,2.0
234398910052.0,,,,,1.0
234398910054.0,,,43.0,5.0,2.0
234398910056.0,,,83.0,2.0,1.0
234398910057.0,,,,,1.0
234398910060.0,,,,,2.0
234398959012.0,,,87.0,2.0,1.0
234398959013.0,,,56.0,2.0,2.0
234398959017.0,,,87.0,2.0,1.0
234398959018.0,,,38.0,1.0,1.0
234398959019.0,,,56.0,2.0,2.0
234398959023.0,20.0,,125.0,,2.0
234398959027.0,,,82.0,2.0,1.0
234398959028.0,1068.0,,50.0,,1.0
234398959030.0,,,91.0,1.0,2.0
234398959031.0,300.0,,100.0,,1.0
234398959034.0,,,,,1.0
234398959035.0,,,61.0,1.0,1.0
234398959039.0,,,,,1.0
234398959042.0,,,82.0,2.0,1.0
234398959045.0,,,,,2.0
234398959047.0,,,,,1.0
234398959048.0,5.0,,80.0,,2.0
234398959049.0,,,56.0,1.0,1.0
234398959051.0,428.0,,73.0,5.0,1.0
234398959056.0,,,49.0,2.0,1.0
234398959057.0,694.0,,56.0,7.0,1.0
234398969003.0,,,59.0,0.0,2.0
234398969004.0,600.0,,48.0,,1.0
234398969006.0,,,85.0,2.0,1.0
234398969009.0,,,,,2.0
234398969013.0,0.0,,65.0,,1.0
234398969015.0,1000.0,,290.0,,2.0
234398969016.0,,,79.0,2.0,2.0
234398969017.0,,,13.0,,1.0
234398969023.0,,,,,2.0
234398969024.0,326.0,,28.0,,2.0
234398969029.0,,,,,1.0
234398969030.0,325.0,,40.0,,1.0
234398969032.0,,,,,2.0
234398969034.0,,,,,1.0
234398969037.0,500.0,,100.0,,1.0
234398969038.0,,,,,2.0
234398969044.0,,,97.0,2.0,1.0
234398969045.0,,,56.0,7.0,1.0
234398969046.0,,,,,2.0
234398969048.0,,,,,2.0
234398969052.0,,,,,2.0
234398969055.0,250.0,,28.0,,2.0
234398969056.0,,,85.0,2.0,1.0
234408910003.0,300.0,,60.0,,1.0
234408910004.0,54.0,,25.0,,2.0
234408910007.0,200.0,,70.0,,2.0
234408910010.0,233.0,,50.0,,2.0
234408910014.0,,,,,1.0
234408910016.0,,,,,1.0
234408910017.0,100.0,,38.0,,1.0
234408910024.0,116.0,,50.0,,1.0
234408910025.0,,,,,1.0
234408910026.0,,,,,2.0
234408910029.0,,,,,2.0
234408910032.0,,,56.0,7.0,1.0
234408910033.0,1000.0,,150.0,,1.0
234408910036.0,700.0,,50.0,,2.0
234408910037.0,65.0,,148.0,,1.0
234408910041.0,,,,,1.0
234408910042.0,,,50.0,0.0,2.0
234408910046.0,,,,,1.0
234408910047.0,,,,,2.0
234408910051.0,,,,,1.0
234408910052.0,,,,,1.0
234408910057.0,250.0,,50.0,,1.0
234408910059.0,200.0,,40.0,,2.0
234408910061.0,150.0,,25.0,,2.0
234408910062.0,200.0,,60.0,,2.0
234408910066.0,300.0,,75.0,,1.0
234408910068.0,,,,,1.0
234408910074.0,,,,,2.0
234408910075.0,10.0,,15.0,,2.0
234408910077.0,217.0,,45.0,,1.0
234408910079.0,300.0,,50.0,,1.0
234408959001.0,,,70.0,0.0,2.0
234408959003.0,200.0,,73.0,5.0,1.0
234408959007.0,,,34.0,2.0,2.0
234408959008.0,269.0,,8.0,,2.0
234408959012.0,155.0,,95.0,,1.0
234408959015.0,,,43.0,5.0,2.0
234408959016.0,,,46.0,0.0,2.0
234408959017.0,250.0,,25.0,,1.0
234408959022.0,115.0,,50.0,,1.0
234408959025.0,,,,,2.0
234408959028.0,236.0,,50.0,,2.0
234408959030.0,,,,,1.0
234408959032.0,400.0,,45.0,,2.0
234408959034.0,,,,,2.0
234408959037.0,,,,,1.0
234408959038.0,,,176.0,7.0,1.0
234408959041.0,392.0,,113.0,2.0,2.0
234408959045.0,425.0,,80.0,,1.0
234408959046.0,898.0,,30.0,,2.0
234408959050.0,,,58.0,5.0,1.0
234408959052.0,130.0,,58.0,5.0,1.0
234408959053.0,140.0,,34.0,,2.0
234408959056.0,150.0,,70.0,,2.0
234408959058.0,800.0,,100.0,,2.0
234408959062.0,,,,,2.0
234408959063.0,,,73.0,5.0,2.0
234408969001.0,,,,,2.0
234408969003.0,,,,,2.0
234408969007.0,154.0,,18.0,,1.0
234408969009.0,,,,,2.0
234408969011.0,400.0,,50.0,,1.0
234408969013.0,50.0,,80.0,7.0,2.0
234408969016.0,150.0,,75.0,,2.0
234408969017.0,,,,,1.0
234408969021.0,,,,,1.0
234408969022.0,,,100.0,,1.0
234408969026.0,260.0,,70.0,,1.0
234408969028.0,1000.0,,125.0,,1.0
234408969032.0,,,77.0,5.0,2.0
234408969034.0,175.0,,91.0,2.0,2.0
234408969036.0,,,91.0,2.0,2.0
234408969038.0,,,,,1.0
234408969043.0,,,,,2.0
234408969044.0,,,82.0,2.0,1.0
234408969046.0,,,,,1.0
234408969047.0,0.0,,75.0,,1.0
234408969050.0,,,,,1.0
234408969053.0,,,,,2.0
234408969055.0,,,,,1.0
234408969057.0,,,80.0,7.0,1.0
234408969059.0,,,,,2.0
234408969061.0,,,75.0,,1.0
234408969064.0,,,,,1.0
234408969065.0,,,,,1.0
234408969066.0,70.0,,15.0,,2.0
234408969068.0,85.0,,88.0,,2.0
234408969071.0,,,,,1.0
234408969072.0,,,,,1.0
234408969076.0,,,,,1.0
234408969080.0,,,73.0,5.0,1.0
234408969081.0,0.0,,35.0,,1.0
234408969082.0,,,,,1.0
234418958004.0,,,43.0,5.0,2.0
234418958005.0,399.0,,60.0,,2.0
234418958006.0,,,72.0,0.0,2.0
234418958010.0,,,,,1.0
234418958013.0,,,,,2.0
234418958015.0,121.0,,56.0,2.0,2.0
234418958016.0,,,67.0,0.0,2.0
234418958018.0,,,80.0,7.0,2.0
234418958021.0,,,,,2.0
234418958022.0,,,73.0,5.0,1.0
234418958027.0,,,58.0,5.0,1.0
234418958029.0,,,55.0,5.0,2.0
234418958033.0,,,82.0,2.0,1.0
234418958035.0,,,58.0,5.0,1.0
234418958036.0,938.0,,100.0,,1.0
234418958037.0,,,,,1.0
234418958041.0,,,55.0,5.0,2.0
234418958042.0,,,79.0,2.0,2.0
234418958046.0,,,,,2.0
234418958048.0,,,52.0,3.0,2.0
234418958052.0,,,54.0,5.0,2.0
234418959001.0,,,56.0,7.0,1.0
234418959004.0,,,87.0,2.0,1.0
234418959006.0,300.0,,100.0,,2.0
234418959007.0,,,,,1.0
234418959014.0,100.0,,1.0,,2.0
234418959015.0,,,80.0,7.0,1.0
234418959016.0,,,80.0,7.0,1.0
234418959017.0,,,85.0,2.0,1.0
234418959021.0,,,59.0,0.0,2.0
234418959022.0,,,56.0,2.0,2.0
234418959026.0,,,,,2.0
234418959027.0,,,55.0,3.0,2.0
234418959034.0,,,58.0,5.0,1.0
234418959035.0,,,72.0,2.0,2.0
234418959036.0,,,105.0,0.0,1.0
234418959038.0,250.0,,50.0,,2.0
234418959041.0,150.0,,52.0,,2.0
234418959045.0,,,,,2.0
234418965001.0,,,50.0,,1.0
234418965003.0,,,85.0,2.0,1.0
234418965006.0,,,67.0,0.0,2.0
234418965007.0,,,52.0,2.0,2.0
234418965011.0,,,43.0,5.0,2.0
234418965014.0,126.0,,100.0,,1.0
234418965017.0,150.0,,14.0,,1.0
234418965020.0,,,,,2.0
234418965022.0,400.0,,38.0,,1.0
234418965023.0,,,,,1.0
234418965027.0,,,,,2.0
234418965028.0,,,43.0,5.0,2.0
234418965031.0,,,,,1.0
234418969001.0,,,,,1.0
234418969005.0,,,,,1.0
234418969007.0,,,56.0,7.0,1.0
234418969009.0,,,85.0,2.0,1.0
234418969011.0,,,72.0,0.0,2.0
234418969013.0,,,,,2.0
234418969018.0,,,,,2.0
234418969019.0,,,176.0,7.0,1.0
234418969024.0,,,46.0,1.0,1.0
234418969025.0,,,35.0,,1.0
234418969026.0,,,68.0,2.0,1.0
234418969029.0,,,,,2.0
234418969033.0,,,43.0,5.0,2.0
234418969034.0,,,58.0,5.0,1.0
234418969037.0,,,,,1.0
234418969038.0,,,97.0,2.0,1.0
234428855002.0,439.0,,68.0,7.0,2.0
234428855005.0,,,,,2.0
234428855006.0,,,82.0,1.0,2.0
234428855009.0,,,,,2.0
234428855011.0,936.0,,74.0,2.0,2.0
234428855015.0,100.0,,68.0,2.0,1.0
234428855016.0,,,101.0,3.0,1.0
234428855019.0,157.0,,55.0,,1.0
234428855023.0,,,55.0,5.0,2.0
234428855024.0,,,49.0,2.0,1.0
234428855027.0,,,38.0,2.0,1.0
234428855028.0,,,,,1.0
234428855031.0,,,47.0,0.0,1.0
234428855032.0,,,,,2.0
234428855037.0,,,,,1.0
234428855038.0,,,79.0,2.0,2.0
234428855041.0,,,56.0,1.0,1.0
234428855043.0,,,,,2.0
234428855045.0,,,,,1.0
234428855047.0,,,73.0,5.0,1.0
234428855050.0,,,,,2.0
234428855053.0,,,59.0,0.0,2.0
234428855055.0,,,,,2.0
234428855059.0,600.0,,35.0,,1.0
234428855060.0,399.0,,64.0,0.0,1.0
234428855063.0,,,,,2.0
234428855065.0,,,,,1.0
234428855066.0,,,46.0,0.0,2.0
234428855067.0,,,43.0,5.0,2.0
234428958001.0,,,76.0,0.0,1.0
234428958002.0,,,,,1.0
234428958004.0,,,,,2.0
234428958006.0,342.0,,53.0,,2.0
234428958009.0,170.0,,175.0,,2.0
234428958011.0,,,83.0,2.0,1.0
234428958012.0,,,,,2.0
234428958016.0,277.0,,45.0,,2.0
234428958018.0,,,,,2.0
234428958023.0,,,,,1.0
234428958025.0,,,83.0,2.0,1.0
234428958028.0,,,,,2.0
234428958029.0,225.0,,80.0,,2.0
234428958031.0,,,55.0,3.0,2.0
234428958032.0,,1.0,67.0,2.0,2.0
234428958036.0,,,79.0,2.0,2.0
234428958037.0,,,56.0,7.0,1.0
234428958044.0,,,,,1.0
234428958045.0,,,52.0,1.0,2.0
234428958046.0,,,91.0,2.0,2.0
234428958047.0,,,,,2.0
234428958052.0,,,82.0,2.0,1.0
234428958054.0,,,72.0,1.0,1.0
234428958056.0,,,176.0,7.0,2.0
234428958057.0,,,56.0,7.0,1.0
234428958062.0,,,,,2.0
234428959001.0,347.0,,70.0,,1.0
234428959004.0,,,56.0,2.0,2.0
234428959007.0,,,,,1.0
234428959008.0,852.0,,74.0,2.0,2.0
234428959012.0,500.0,,100.0,,1.0
234428959013.0,,,68.0,2.0,1.0
234428959017.0,,,,,2.0
234428959018.0,,,,,2.0
234428959021.0,,,91.0,2.0,2.0
234428959022.0,,,,,1.0
234428959026.0,650.0,,75.0,,2.0
234428959027.0,,,77.0,5.0,2.0
234428959031.0,,,,,1.0
234428959035.0,,,38.0,2.0,1.0
234428959036.0,,,38.0,2.0,1.0
234428959038.0,,,58.0,5.0,1.0
234428959043.0,433.0,,28.0,,2.0
234428959045.0,85.0,,78.0,0.0,1.0
234428959048.0,,,,,2.0
234428959050.0,,,56.0,1.0,1.0
234428959051.0,574.0,,50.0,,2.0
234428959052.0,,,79.0,2.0,2.0
234428959057.0,,,56.0,2.0,2.0
234428965001.0,521.0,,90.0,,2.0
234428965002.0,,,,,2.0
234428965009.0,,,,,2.0
234428965010.0,,,60.0,,1.0
234428965012.0,150.0,,35.0,,1.0
234428965014.0,,,62.0,1.0,2.0
234428965017.0,,,87.0,2.0,1.0
234428965018.0,,,,,2.0
234428965024.0,,,82.0,2.0,1.0
234428965025.0,,,,,2.0
234428965026.0,,,55.0,5.0,2.0
234428965028.0,300.0,,50.0,,1.0
234428965031.0,250.0,,75.0,,1.0
234428965033.0,125.0,,65.0,,1.0
234428965039.0,,,,,2.0
234428965040.0,600.0,,100.0,,1.0
234428965041.0,,,,,1.0
234428965043.0,,,59.0,0.0,2.0
234428965046.0,100.0,,50.0,,1.0
234428965047.0,,,,,2.0
234428965051.0,,,87.0,2.0,1.0
234428965052.0,,,82.0,2.0,2.0
234438855004.0,,,56.0,1.0,1.0
234438855005.0,165.0,,46.0,1.0,1.0
234438855006.0,,,72.0,1.0,1.0
234438855008.0,,,,,2.0
234438855009.0,,,,,1.0
234438855012.0,527.0,,10.0,5.0,1.0
234438855014.0,,,,,2.0
234438855016.0,85.0,,56.0,1.0,1.0
234438855018.0,,,,,2.0
234438855020.0,,,85.0,2.0,1.0
234438855023.0,25.0,,61.0,1.0,1.0
234438855024.0,,,68.0,1.0,2.0
234438855025.0,,,,,2.0
234438855027.0,,,105.0,0.0,1.0
234438855028.0,,,,,1.0
234438855033.0,,,68.0,1.0,2.0
234438855034.0,65.0,,69.0,1.0,1.0
234438855035.0,,,79.0,2.0,2.0
234438855038.0,,,68.0,1.0,2.0
234438855040.0,,,62.0,1.0,2.0
234438855042.0,,,91.0,1.0,2.0
234438855044.0,,,68.0,1.0,2.0
234438855046.0,,,,,2.0
234438855047.0,,,,,2.0
234438855049.0,365.0,,27.0,1.0,1.0
234438855050.0,,,87.0,2.0,1.0
234438855052.0,,,82.0,2.0,1.0
234438855055.0,,,,,1.0
234438855057.0,,,72.0,0.0,2.0
234438855058.0,,,73.0,5.0,1.0
234438910003.0,401.0,,56.0,1.0,1.0
234438910005.0,,,87.0,2.0,2.0
234438910010.0,20.0,,91.0,2.0,2.0
234438910011.0,,,87.0,2.0,1.0
234438910012.0,,,82.0,2.0,1.0
234438910013.0,449.0,,58.0,5.0,1.0
234438910014.0,,,87.0,2.0,1.0
234438910015.0,415.0,,73.0,5.0,2.0
234438910019.0,,,97.0,2.0,1.0
234438910020.0,,,87.0,2.0,1.0
234438910021.0,,,,,1.0
234438910022.0,,,,,2.0
234438910026.0,378.0,,58.0,5.0,1.0
234438910029.0,,,52.0,3.0,2.0
234438910032.0,,,76.0,1.0,2.0
234438910034.0,,,76.0,1.0,2.0
234438910035.0,,,76.0,0.0,1.0
234438910039.0,65.0,,73.0,5.0,1.0
234438910041.0,1015.0,,87.0,2.0,1.0
234438910042.0,,,56.0,1.0,1.0
234438910043.0,,,,,2.0
234438910046.0,,,82.0,2.0,2.0
234438958002.0,,,72.0,1.0,1.0
234438958005.0,,,113.0,2.0,2.0
234438958006.0,,,,,1.0
234438958008.0,,,,,2.0
234438958010.0,,,73.0,5.0,1.0
234438958012.0,,,46.0,1.0,1.0
234438958014.0,,,52.0,1.0,2.0
234438958015.0,,,79.0,2.0,2.0
234438958017.0,,,,,1.0
234438958020.0,,,97.0,2.0,1.0
234438958022.0,,,76.0,1.0,2.0
234438958024.0,,,,,1.0
234438958025.0,,,56.0,1.0,1.0
234438958026.0,,,,,1.0
234438958027.0,,,,,2.0
234438958032.0,,,56.0,2.0,2.0
234438958033.0,,,97.0,2.0,1.0
234438958036.0,,,97.0,2.0,1.0
234438958038.0,315.0,,61.0,1.0,1.0
234438958042.0,,,,,1.0
234438958043.0,,,,,1.0
234438958044.0,,,52.0,3.0,2.0
234438958045.0,,,97.0,2.0,1.0
234438958051.0,,,56.0,2.0,2.0
234438958053.0,,,82.0,2.0,2.0
234438967003.0,,,85.0,2.0,1.0
234438967004.0,,,113.0,2.0,2.0
234438967005.0,,,43.0,5.0,2.0
234438967009.0,,,82.0,2.0,1.0
234438967010.0,,,55.0,5.0,2.0
234438967011.0,,,72.0,1.0,1.0
234438967014.0,,,79.0,2.0,2.0
234438967018.0,,,,,1.0
234438967020.0,,,,,1.0
234438967022.0,,,46.0,0.0,2.0
234438967023.0,,,76.0,0.0,1.0
234438967026.0,,,,,1.0
234438967027.0,,,72.0,0.0,2.0
234448224002.0,,,56.0,7.0,1.0
234448224003.0,,,83.0,2.0,1.0
234448224004.0,,,56.0,2.0,2.0
234448224007.0,,,38.0,1.0,1.0
234448224009.0,,,46.0,0.0,2.0
234448224011.0,,,56.0,1.0,1.0
234448224014.0,,,72.0,0.0,2.0
234448224015.0,,,,,1.0
234448224021.0,45.0,,49.0,2.0,1.0
234448224022.0,,,85.0,2.0,1.0
234448224023.0,145.0,,95.0,5.0,1.0
234448224025.0,,,56.0,7.0,1.0
234448224026.0,,,59.0,0.0,2.0
234448224027.0,,,55.0,3.0,2.0
234448224034.0,,,58.0,5.0,1.0
234448224035.0,,,82.0,2.0,1.0
234448224036.0,2800.0,,72.0,2.0,2.0
234448855001.0,,,,,1.0
234448855002.0,,,87.0,2.0,1.0
234448855003.0,,,,,1.0
234448855006.0,,,,,2.0
234448855007.0,,,67.0,0.0,2.0
234448855009.0,,,64.0,5.0,2.0
234448855010.0,,,82.0,1.0,2.0
234448855016.0,,,38.0,1.0,1.0
234448855017.0,,,72.0,0.0,2.0
234448855018.0,,,,,2.0
234448855020.0,,,68.0,5.0,1.0
234448855022.0,,,,,2.0
234448855023.0,365.0,,6.0,7.0,1.0
234448855028.0,,,56.0,7.0,1.0
234448855029.0,,,,,1.0
234448855030.0,,,85.0,2.0,1.0
234448855032.0,,,,,1.0
234448855033.0,,,85.0,2.0,1.0
234448855038.0,,,56.0,7.0,1.0
234448855041.0,,,,,2.0
234448855042.0,,,91.0,2.0,2.0
234448855045.0,,,82.0,1.0,2.0
234448855046.0,,,77.0,5.0,2.0
234448855050.0,,,72.0,2.0,2.0
234448855051.0,,,49.0,2.0,1.0
234448855055.0,3015.0,,82.0,1.0,2.0
234448855058.0,,,56.0,2.0,2.0
234448855059.0,,,85.0,2.0,1.0
234448855061.0,,,79.0,2.0,2.0
234448855062.0,415.0,,27.0,1.0,1.0
234448855063.0,,,,,1.0
234448855067.0,,,55.0,3.0,2.0
234448855071.0,,,87.0,2.0,2.0
234448965002.0,,,58.0,5.0,1.0
234448965005.0,,,82.0,2.0,1.0
234448965006.0,,,91.0,2.0,2.0
234448965007.0,,,,,1.0
234448965008.0,,,79.0,2.0,2.0
234448965009.0,,,91.0,2.0,2.0
234448965013.0,,,69.0,1.0,1.0
234448965014.0,,,59.0,0.0,2.0
234448965015.0,430.0,,176.0,7.0,2.0
234448965020.0,,,79.0,2.0,2.0
234448965023.0,,,59.0,0.0,2.0
234448965024.0,,,,,2.0
234448965027.0,,,85.0,2.0,1.0
234448965029.0,,,79.0,2.0,2.0
234448965030.0,,,,,1.0
234448965031.0,,,55.0,3.0,2.0
234448965034.0,,,55.0,3.0,2.0
234448965036.0,,,85.0,2.0,1.0
234448965041.0,,,52.0,1.0,2.0
234448965043.0,,,38.0,2.0,1.0
234448965048.0,140.0,,85.0,2.0,1.0
234448965049.0,,,55.0,3.0,2.0
234448965051.0,,,73.0,5.0,1.0
234448965052.0,,,55.0,3.0,2.0
234448965055.0,,,38.0,2.0,1.0
234448965056.0,,,82.0,1.0,2.0
234448965057.0,,,85.0,2.0,1.0
234448965062.0,,,49.0,2.0,1.0
234448965063.0,,,,,2.0
234448965064.0,,,73.0,5.0,1.0
234448965067.0,,,79.0,2.0,2.0
234448965069.0,,,46.0,1.0,1.0
234448965070.0,,,82.0,1.0,2.0
234448967001.0,,,82.0,2.0,1.0
234448967002.0,,,91.0,2.0,2.0
234448967003.0,,,43.0,5.0,2.0
234448967007.0,,,80.0,7.0,2.0
234448967008.0,795.0,,77.0,5.0,2.0
234448967010.0,,,,,2.0
234448967013.0,,,85.0,2.0,1.0
234448967015.0,,,,,1.0
234448967017.0,,,82.0,2.0,1.0
234448967019.0,,,83.0,2.0,1.0
234448967022.0,,,80.0,7.0,2.0
234448967023.0,,,34.0,2.0,2.0
